open,high,low,last,close,date,symbol,stock_splits,estado
117.12,118.0,115.26,117.25,117.25,2020-06-02T00:00:00+0000,PG,0.0,datos_limpios
118.05,118.78,115.58,118.53,118.53,2020-06-04T00:00:00+0000,PG,0.0,datos_limpios
118.0,118.83,115.57,116.05,116.05,2020-06-05T00:00:00+0000,PG,0.0,datos_limpios
117.24,119.12,117.06,118.33,118.33,2020-06-08T00:00:00+0000,PG,0.0,datos_limpios
119.295,119.75,116.84,119.05,119.05,2020-06-09T00:00:00+0000,PG,0.0,datos_limpios
119.4,119.76,118.15,119.05,119.05,2020-06-10T00:00:00+0000,PG,0.0,datos_limpios
119.45,119.51,116.025,117.84,117.84,2020-06-11T00:00:00+0000,PG,0.0,datos_limpios
118.04,118.04,115.315,115.9,115.9,2020-06-12T00:00:00+0000,PG,0.0,datos_limpios
117.24,117.28,113.78,115.62,115.62,2020-06-15T00:00:00+0000,PG,0.0,datos_limpios
118.92,118.96,113.76,116.69,116.69,2020-06-16T00:00:00+0000,PG,0.0,datos_limpios
118.29,119.09,117.455,118.13,118.13,2020-06-17T00:00:00+0000,PG,0.0,datos_limpios
118.39,119.955,117.38,117.93,117.93,2020-06-18T00:00:00+0000,PG,0.0,datos_limpios
120.445,121.82,117.37,119.28,119.28,2020-06-19T00:00:00+0000,PG,0.0,datos_limpios
118.61,119.06,117.345,118.92,118.92,2020-06-22T00:00:00+0000,PG,0.0,datos_limpios
118.78,119.19,117.34,117.75,117.75,2020-06-23T00:00:00+0000,PG,0.0,datos_limpios
118.67,119.19,116.3,117.73,117.73,2020-06-24T00:00:00+0000,PG,0.0,datos_limpios
117.22,118.0,116.025,116.42,116.42,2020-06-25T00:00:00+0000,PG,0.0,datos_limpios
117.765,118.46,115.12,117.89,117.89,2020-06-26T00:00:00+0000,PG,0.0,datos_limpios
116.795,118.04,115.23,115.23,115.23,2020-06-29T00:00:00+0000,PG,0.0,datos_limpios
117.88,119.945,116.35,117.66,117.66,2020-06-30T00:00:00+0000,PG,0.0,datos_limpios
119.59,120.37,117.8,119.57,119.57,2020-07-01T00:00:00+0000,PG,0.0,datos_limpios
121.3,122.495,118.9,119.98,119.98,2020-07-02T00:00:00+0000,PG,0.0,datos_limpios
121.88,122.36,120.875,120.88,120.88,2020-07-06T00:00:00+0000,PG,0.0,datos_limpios
121.77,123.24,120.88,121.63,121.63,2020-07-07T00:00:00+0000,PG,0.0,datos_limpios
122.12,123.25,120.89,122.22,122.22,2020-07-08T00:00:00+0000,PG,0.0,datos_limpios
122.95,123.97,121.87,122.89,122.89,2020-07-09T00:00:00+0000,PG,0.0,datos_limpios
122.82,124.42,121.81,122.48,122.48,2020-07-10T00:00:00+0000,PG,0.0,datos_limpios
124.13,125.56,123.52,123.89,123.89,2020-07-13T00:00:00+0000,PG,0.0,datos_limpios
124.01,125.595,123.34,124.05,124.05,2020-07-14T00:00:00+0000,PG,0.0,datos_limpios
125.88,126.9,123.5,125.09,125.09,2020-07-15T00:00:00+0000,PG,0.0,datos_limpios
125.98,126.9,123.925,124.5,124.5,2020-07-16T00:00:00+0000,PG,0.0,datos_limpios
125.08,126.03,123.91,124.76,124.76,2020-07-17T00:00:00+0000,PG,0.0,datos_limpios
125.475,125.84,124.8,125.63,125.63,2020-07-20T00:00:00+0000,PG,0.0,datos_limpios
125.47,126.63,124.79,125.24,125.24,2020-07-21T00:00:00+0000,PG,0.0,datos_limpios
125.49,126.64,124.28,125.07,125.07,2020-07-22T00:00:00+0000,PG,0.0,datos_limpios
126.26,127.18,124.21,126.14,126.14,2020-07-23T00:00:00+0000,PG,0.0,datos_limpios
126.82,127.705,125.325,126.16,126.16,2020-07-24T00:00:00+0000,PG,0.0,datos_limpios
125.88,126.64,125.68,125.96,125.96,2020-07-27T00:00:00+0000,PG,0.0,datos_limpios
126.435,128.455,125.54,126.32,126.32,2020-07-28T00:00:00+0000,PG,0.0,datos_limpios
127.85,129.23,126.29,127.88,127.88,2020-07-29T00:00:00+0000,PG,0.0,datos_limpios
130.41,132.0,127.36,128.31,128.31,2020-07-30T00:00:00+0000,PG,0.0,datos_limpios
130.66,132.03,129.29,131.42,131.42,2020-07-31T00:00:00+0000,PG,0.0,datos_limpios
130.78,131.91,130.76,131.12,131.12,2020-08-03T00:00:00+0000,PG,0.0,datos_limpios
130.81,133.93,130.47,131.29,131.29,2020-08-04T00:00:00+0000,PG,0.0,datos_limpios
133.94,134.605,130.7,133.79,133.79,2020-08-05T00:00:00+0000,PG,0.0,datos_limpios
133.59,134.65,132.155,133.44,133.44,2020-08-06T00:00:00+0000,PG,0.0,datos_limpios
132.8502,133.615,132.12,132.71,132.71,2020-08-07T00:00:00+0000,PG,0.0,datos_limpios
133.64,134.425,133.175,133.55,133.55,2020-08-10T00:00:00+0000,PG,0.0,datos_limpios
134.32,134.73,132.8,134.1,134.1,2020-08-11T00:00:00+0000,PG,0.0,datos_limpios
134.27,135.98,132.795,133.23,133.23,2020-08-12T00:00:00+0000,PG,0.0,datos_limpios
