,date,cartera,aapl,hd,gs
1,2020-06-16,1.0179705492665452,1.012367178276269,0.9955042276758096,1.0460402418475567
2,2020-06-17,1.0366606000706413,1.0391971664698936,1.0309342132398434,1.0387055208643077
3,2020-06-18,1.0318183041517701,1.037750885478158,1.0346463188286246,1.0218554861730598
4,2020-06-19,1.025786694876644,1.0381641086186542,1.027882037533512,1.0102091386658738
5,2020-06-22,1.0166131158020697,1.0322314049586778,1.0173231594143124,0.9992566161165626
6,2020-06-23,1.0319361181825488,1.0592384887839432,1.0276758094452465,1.008127663792249
7,2020-06-24,1.0431656331670502,1.0818476977567886,1.0324190554753558,1.0148676776687482
8,2020-06-25,1.0197422657992243,1.0627508854781582,1.0151783872963498,0.9813658439885024
9,2020-06-26,1.038805446391985,1.0768595041322313,1.0120849659723654,1.0263653483992468
10,2020-06-29,0.9920540518147449,1.043772136953955,0.9940606310579501,0.9376053127168202
11,2020-06-30,1.014167560676804,1.0678276269185358,1.0151371416786967,0.9588165328575676
12,2020-07-01,1.0302707823640307,1.076741440377804,1.0332439678284182,0.9793834869660026
13,2020-07-02,1.0262990061440749,1.0747048406139315,1.023510002062281,0.9791356923381901
14,2020-07-06,1.0264871550480235,1.0747048406139315,1.0249535986801404,0.9782931906036277
15,2020-07-07,1.054349929775849,1.1034533648170013,1.0292843885337184,1.0276538804638715
16,2020-07-08,1.0366020699852307,1.1000295159386069,1.020210352650031,0.9880067400138766
17,2020-07-09,1.0522010366026677,1.1256493506493506,1.0277170550628996,1.0023292695014372
18,2020-07-10,1.0423494367092283,1.129663518299882,1.0227263353268716,0.9754683318465657
19,2020-07-13,1.0616349567677692,1.1324675324675324,1.0315941431222933,1.0187332738626227
20,2020-07-14,1.0650246314913068,1.1272432113341204,1.0295731078572903,1.0351868371493707
21,2020-07-15,1.0912376235077332,1.1458972845336481,1.0632707774798928,1.06061056596293
22,2020-07-16,1.098665386883649,1.1537780401416764,1.063312023097546,1.0749330954504908
23,2020-07-17,1.090791596432349,1.1395808736717827,1.0644669003918334,1.0638814550500544
24,2020-07-20,1.0877757799506393,1.1372786304604485,1.073953392452052,1.0477252453166814
25,2020-07-21,1.0956391190609809,1.161245572609209,1.0730872344813365,1.0492120130835563
26,2020-07-22,1.0942917626687432,1.1452184179456906,1.0823674984532894,1.0507483397759938
27,2020-07-23,1.0887820455059403,1.148435655253837,1.0937100433078986,1.0209138665873725
28,2020-07-24,1.0651513863019857,1.0961629279811098,1.0881006393070738,1.0061453067697492
29,2020-07-27,1.0635799143158982,1.0934474616292797,1.0942874819550423,0.9984636733075627
30,2020-07-28,1.0775293599094706,1.1193624557260922,1.1029903072798517,1.0061453067697492
31,2020-07-29,1.0662778494824987,1.100974025974026,1.094163745102083,0.9992070571910001
32,2020-07-30,1.0739524433430558,1.122077922077922,1.0916065168075892,1.0039647140449997
33,2020-07-31,1.0751262024408248,1.1356552538370719,1.0984120437203548,0.9888492417484389
34,2020-08-03,1.1087206808506003,1.2545454545454546,1.0950299030727986,0.9810684904351274
35,2020-08-04,1.1216632496570618,1.2861570247933884,1.0978758506908641,0.988155416790564
36,2020-08-05,1.1307530761613083,1.294746162927981,1.1048463600742422,0.999306175042125
37,2020-08-06,1.136953984842344,1.2994391971664698,1.1032377809857703,1.0135791456041234
38,2020-08-07,1.1523540462858128,1.3447756788665879,1.1110332027222107,1.012241054613936
39,2020-08-10,1.1537423254442418,1.311835891381346,1.12039595792947,1.0321637426900585
40,2020-08-11,1.1657565474236942,1.3309031877213695,1.1331408537842855,1.0376647834274952
41,2020-08-12,1.15758669926436,1.2913223140495866,1.1339245205196948,1.0459906829219943
42,2020-08-13,1.1817143418534692,1.3342384887839434,1.1613941018766756,1.0512934879571811
43,2020-08-14,1.1818525873922303,1.3578512396694216,1.1617240668179007,1.0327584497968083
44,2020-08-17,1.1791549693381627,1.3566410861865408,1.1571458032584039,1.0306769749231837
45,2020-08-18,1.1796417864502358,1.353099173553719,1.1888636832336565,1.0063931013975616
46,2020-08-19,1.1750904111366967,1.3643742621015347,1.1755001031140442,0.9976707304985628
47,2020-08-20,1.175967938215902,1.3660861865407319,1.1666735409362756,1.0061453067697492
48,2020-08-21,1.179385928607416,1.3963990554899646,1.1576819962878946,1.0003469124789375
49,2020-08-24,1.20434603785514,1.4683589138134592,1.1681996287894412,1.0032213301615622
50,2020-08-25,1.2238739628634956,1.4859208972845337,1.1827180862033408,1.0275547626127466
51,2020-08-26,1.2170085605519538,1.4737308146399055,1.1801608579088472,1.0209138665873725
52,2020-08-27,1.2331509114571055,1.493772136953955,1.2040833161476594,1.0269600555059966
53,2020-08-28,1.2294025793376282,1.4759149940968124,1.1904722623221282,1.0414808206958073
54,2020-08-31,1.2206582936736174,1.4735242030696576,1.1808207877912973,1.029388442858559
55,2020-09-01,1.2271168428376653,1.5234946871310506,1.1756650855846569,1.0153137079988106
56,2020-09-02,1.245879433460973,1.5841794569067296,1.1793771911734379,1.0182376846069978
57,2020-09-03,1.2483626890017898,1.551357733175915,1.1845741389977316,1.04093567251462
58,2020-09-04,1.1919218952552972,1.4271546635182997,1.1327283976077542,1.0286450589751215
59,2020-09-08,1.19146466812546,1.428099173553719,1.1122293256341516,1.0453959758152442
60,2020-09-09,1.148220650901143,1.3319952774498227,1.1105795009280264,1.0034691247893746
61,2020-09-10,1.1740542657337207,1.3851239669421487,1.1426685914621573,1.0021805927247498
62,2020-09-11,1.1508705861405215,1.339905548996458,1.124767993400701,0.9912280701754386
63,2020-09-14,1.1526859669511165,1.322314049586777,1.1397401526087854,0.9957379324016254
64,2020-09-15,1.171005690738384,1.3619244391971665,1.157558259434935,0.9978194072752503
65,2020-09-16,1.1720132451463063,1.3641086186540732,1.1778923489379254,0.9812667261373773
66,2020-09-17,1.1603674434790787,1.3238488783943327,1.1616003299649413,0.9945485181881257
67,2020-09-18,1.140624075079327,1.3027154663518299,1.1547123118168694,0.9655565467340669
68,2020-09-21,1.1221443280128445,1.2613931523022432,1.135038152196329,0.9657052235107544
69,2020-09-22,1.127976543450422,1.2996458087367178,1.123324396782842,0.9614431559123798
70,2020-09-23,1.1305982158092347,1.3200708382526565,1.1272839760775417,0.9496481316285064
71,2020-09-24,1.0946517432153862,1.26469893742621,1.09940193854403,0.9223907225691347
72,2020-09-25,1.114859792640429,1.2776859504132232,1.0958960610435142,0.9669441966498167
73,2020-09-28,1.132482940177947,1.3256198347107437,1.1076510620746547,0.9661512538408167
74,2020-09-29,1.154784592381356,1.3572609208972843,1.1232419055475356,0.9865695311725642
75,2020-09-30,1.1471518701077128,1.3469893742621015,1.1223345019591668,0.9752700961443156
76,2020-10-01,1.1689082349523023,1.3672963400236127,1.1454320478449165,0.995985727029438
77,2020-10-02,1.1673872745197462,1.378866587957497,1.1450608372860385,0.9839924670433146
