date,mean,max
2021-02-22T00:00:00+0000,129.87,129.87
2021-02-23T00:00:00+0000,126.0,126.0
2021-02-24T00:00:00+0000,125.86,125.86
2021-02-25T00:00:00+0000,125.35,125.35
2021-02-26T00:00:00+0000,120.99,120.99
2021-03-01T00:00:00+0000,121.26,121.26
2021-03-02T00:00:00+0000,127.79,127.79
2021-03-03T00:00:00+0000,125.12,125.12
2021-03-04T00:00:00+0000,122.06,122.06
2021-03-05T00:00:00+0000,120.13,120.13
2021-03-08T00:00:00+0000,121.42,121.42
2021-03-09T00:00:00+0000,116.36,116.36
2021-03-10T00:00:00+0000,121.085,121.085
2021-03-11T00:00:00+0000,133.68903058288876,133.68903058288876
2021-03-12T00:00:00+0000,122.21695048566876,122.21695048566876
2021-03-15T00:00:00+0000,121.03,121.03
2021-03-16T00:00:00+0000,123.99,123.99
2021-03-17T00:00:00+0000,125.57,125.57
2021-03-18T00:00:00+0000,124.76,124.76
2021-03-19T00:00:00+0000,120.53,120.53
2021-03-22T00:00:00+0000,119.99,119.99
2021-03-23T00:00:00+0000,123.39,123.39
2021-03-24T00:00:00+0000,122.54,122.54
2021-03-25T00:00:00+0000,120.09,120.09
2021-03-26T00:00:00+0000,120.59,120.59
2021-03-29T00:00:00+0000,121.21,121.21
2021-03-30T00:00:00+0000,120.37330321130308,120.37330321130308
2021-03-31T00:00:00+0000,121.7609396850882,121.7609396850882
2021-04-01T00:00:00+0000,122.15,122.15
2021-04-05T00:00:00+0000,123.0,123.0
2021-04-06T00:00:00+0000,125.9,125.9
2021-04-07T00:00:00+0000,126.21,126.21
2021-04-08T00:00:00+0000,127.9,127.9
2021-04-09T00:00:00+0000,130.36,130.36
2021-04-12T00:00:00+0000,132.995,132.995
2021-04-13T00:00:00+0000,131.24,131.24
2021-04-14T00:00:00+0000,134.43,134.43
2021-04-15T00:00:00+0000,132.03,132.03
2021-04-16T00:00:00+0000,134.5,134.5
2021-04-19T00:00:00+0000,134.16,134.16
2021-04-20T00:00:00+0000,134.84,134.84
2021-04-21T00:00:00+0000,133.11,133.11
2021-04-22T00:00:00+0000,133.5,133.5
2021-04-23T00:00:00+0000,131.94,131.94
2021-04-26T00:00:00+0000,134.32,134.32
2021-04-27T00:00:00+0000,134.72,134.72
2021-04-28T00:00:00+0000,134.39,134.39
2021-04-29T00:00:00+0000,133.58,133.58
2021-04-30T00:00:00+0000,133.48,133.48
2021-05-03T00:00:00+0000,131.46,131.46
2021-05-04T00:00:00+0000,132.54,132.54
2021-05-05T00:00:00+0000,127.85,127.85
2021-05-06T00:00:00+0000,128.1,128.1
2021-05-07T00:00:00+0000,129.74,129.74
2021-05-10T00:00:00+0000,130.21,130.21
2021-05-11T00:00:00+0000,126.85,126.85
2021-05-12T00:00:00+0000,125.91,125.91
2021-05-13T00:00:00+0000,122.77,122.77
2021-05-14T00:00:00+0000,124.97,124.97
2021-05-17T00:00:00+0000,127.45,127.45
2021-05-18T00:00:00+0000,126.27,126.27
2021-05-19T00:00:00+0000,124.85,124.85
2021-05-20T00:00:00+0000,124.69,124.69
2021-05-21T00:00:00+0000,127.31,127.31
2021-05-24T00:00:00+0000,125.43,125.43
2021-05-25T00:00:00+0000,127.1,127.1
2021-05-26T00:00:00+0000,126.9,126.9
2021-05-27T00:00:00+0000,126.85,126.85
2021-05-28T00:00:00+0000,125.28,125.28
2021-06-01T00:00:00+0000,124.61,124.61
2021-06-02T00:00:00+0000,124.28,124.28
2021-06-03T00:00:00+0000,125.06,125.06
2021-06-04T00:00:00+0000,123.54,123.54
2021-06-07T00:00:00+0000,125.89,125.89
2021-06-08T00:00:00+0000,125.9,125.9
2021-06-09T00:00:00+0000,126.74,126.74
2021-06-10T00:00:00+0000,127.13,127.13
2021-06-11T00:00:00+0000,126.11,126.11
2021-06-14T00:00:00+0000,127.35,127.35
2021-06-15T00:00:00+0000,130.48,130.48
2021-06-16T00:00:00+0000,129.64,129.64
2021-06-17T00:00:00+0000,130.15,130.15
2021-06-18T00:00:00+0000,131.79,131.79
2021-06-21T00:00:00+0000,130.46,130.46
2021-06-22T00:00:00+0000,132.3,132.3
2021-06-23T00:00:00+0000,133.98,133.98
2021-06-24T00:00:00+0000,133.7,133.7
2021-06-25T00:00:00+0000,133.41,133.41
2021-06-28T00:00:00+0000,133.11,133.11
2021-06-29T00:00:00+0000,134.78,134.78
2021-06-30T00:00:00+0000,136.33,136.33
