open,high,low,last,close,date,symbol,stock_splits,estado
224.74,225.54,222.13,224.13,224.13,2020-05-29T00:00:00+0000,AMGN,0.0,datos_limpios
229.055,230.52,225.94,229.7,229.7,2020-06-01T00:00:00+0000,AMGN,0.0,datos_limpios
228.89,230.54,222.63,226.91,226.91,2020-06-02T00:00:00+0000,AMGN,0.0,datos_limpios
220.725,223.24,219.26,221.0,221.0,2020-06-04T00:00:00+0000,AMGN,0.0,datos_limpios
220.77,225.92,218.375,220.88,220.88,2020-06-05T00:00:00+0000,AMGN,0.0,datos_limpios
223.38,226.19,221.79,225.67,225.67,2020-06-08T00:00:00+0000,AMGN,0.0,datos_limpios
225.855,228.27,221.75,225.75,225.75,2020-06-09T00:00:00+0000,AMGN,0.0,datos_limpios
226.0,228.31,224.57,225.75,225.75,2020-06-10T00:00:00+0000,AMGN,0.0,datos_limpios
228.06,229.55,219.205,221.715,221.715,2020-06-11T00:00:00+0000,AMGN,0.0,datos_limpios
221.89,221.89,214.53,216.45,216.45,2020-06-12T00:00:00+0000,AMGN,0.0,datos_limpios
220.88,220.955,213.93,217.9,217.9,2020-06-15T00:00:00+0000,AMGN,0.0,datos_limpios
228.66,228.66,213.8601,219.78,219.78,2020-06-16T00:00:00+0000,AMGN,0.0,datos_limpios
228.76,228.875,222.62,226.87,226.87,2020-06-17T00:00:00+0000,AMGN,0.0,datos_limpios
228.54,231.44,224.53,225.97,225.97,2020-06-18T00:00:00+0000,AMGN,0.0,datos_limpios
235.87,235.87,225.68,230.32,230.32,2020-06-19T00:00:00+0000,AMGN,0.0,datos_limpios
236.54,237.54,233.11,238.7,238.7,2020-06-22T00:00:00+0000,AMGN,0.0,datos_limpios
236.31,239.11,233.06,234.19,234.19,2020-06-23T00:00:00+0000,AMGN,0.0,datos_limpios
234.87,239.17,231.45,235.75,235.75,2020-06-24T00:00:00+0000,AMGN,0.0,datos_limpios
235.21,237.0,230.505,232.51,232.51,2020-06-25T00:00:00+0000,AMGN,0.0,datos_limpios
232.02,236.72,230.385,235.11,235.11,2020-06-26T00:00:00+0000,AMGN,0.0,datos_limpios
231.86,232.83,229.97,232.84,232.84,2020-06-29T00:00:00+0000,AMGN,0.0,datos_limpios
233.49,237.02,229.98,231.56,231.56,2020-06-30T00:00:00+0000,AMGN,0.0,datos_limpios
235.955,256.2,231.795,235.86,235.86,2020-07-01T00:00:00+0000,AMGN,0.0,datos_limpios
253.4,261.39,232.58,255.12,255.12,2020-07-02T00:00:00+0000,AMGN,0.0,datos_limpios
260.03,264.96,254.01,258.24,258.24,2020-07-06T00:00:00+0000,AMGN,0.0,datos_limpios
260.03,264.97,252.23,256.25,256.25,2020-07-07T00:00:00+0000,AMGN,0.0,datos_limpios
253.975,258.91,249.335,253.15,253.15,2020-07-08T00:00:00+0000,AMGN,0.0,datos_limpios
253.15,253.98,248.835,251.59,251.59,2020-07-09T00:00:00+0000,AMGN,0.0,datos_limpios
