date,close,high,last,low,open,max_volume,avg_volume
2021-01-22T19:45:00+0000,136.87,138.595,138.505,135.02,135.9,1317833.0,1317833.0
2021-01-22T19:50:00+0000,136.87,138.67,138.67,135.02,135.9,1335637.0,1335637.0
2021-01-22T19:55:00+0000,136.87,138.985,138.98,135.02,135.9,1358548.0,1358548.0
2021-01-22T20:00:00+0000,136.87,139.19,139.1,135.02,135.9,1386562.0,1386562.0
2021-01-22T20:05:00+0000,136.87,139.19,138.82,135.02,135.9,1431259.0,1431259.0
2021-01-22T20:10:00+0000,136.87,139.19,138.885,135.02,135.9,1445875.0,1445875.0
2021-01-22T20:25:00+0000,136.87,139.275,139.17,135.02,135.9,1510677.0,1510677.0
2021-01-22T20:30:00+0000,136.87,139.43,139.34,135.02,135.9,1564577.0,1564577.0
2021-01-22T20:35:00+0000,136.87,139.6,139.59,135.02,135.9,1586947.0,1586947.0
2021-01-22T20:40:00+0000,136.87,139.8,139.57,135.02,135.9,1622666.0,1622666.0
2021-01-22T20:45:00+0000,136.87,139.85,139.84,135.02,135.9,1656029.0,1656029.0
2021-01-22T20:50:00+0000,136.87,139.85,139.515,135.02,135.9,1703948.0,1703948.0
2021-01-22T20:55:00+0000,136.87,139.85,139.295,135.02,135.9,1764772.0,1764772.0
2021-01-23T02:00:00+0000,136.87,139.85,139.07,135.02,136.28,114459360.0,114459360.0
2021-01-25T13:00:00+0000,139.07,142.8,142.8,142.8,142.8,100.0,100.0
2021-01-25T13:20:00+0000,139.07,143.08,143.04,142.8,142.8,1206.0,1206.0
2021-01-25T13:25:00+0000,139.07,143.08,143.02,142.8,142.8,1423.0,1423.0
2021-01-25T13:30:00+0000,139.07,143.08,142.84,142.8,142.8,2126.0,2126.0
2021-01-25T13:35:00+0000,139.07,143.08,142.68,142.64,142.8,2678.0,2678.0
2021-01-25T13:40:00+0000,139.07,143.08,142.8,142.64,142.8,3002.0,3002.0
2021-01-25T14:00:00+0000,139.07,143.08,142.56,142.56,142.8,4208.0,4208.0
2021-01-25T14:05:00+0000,139.07,143.08,142.95,142.56,142.8,4478.0,4478.0
