open,high,low,last,close,date,symbol,stock_splits,estado
147.0,147.48,143.13,149.82,149.82,2020-05-29T00:00:00+0000,BA,0.0,datos_limpios
146.53,153.44,144.57,145.85,145.85,2020-06-01T00:00:00+0000,BA,0.0,datos_limpios
153.5,155.695,144.55,151.39,151.39,2020-06-02T00:00:00+0000,BA,0.0,datos_limpios
181.49,188.53,173.16,173.16,173.16,2020-06-04T00:00:00+0000,BA,0.0,datos_limpios
194.54,218.71,184.3,184.3,184.3,2020-06-05T00:00:00+0000,BA,0.0,datos_limpios
222.12,234.14,205.43,205.43,205.43,2020-06-08T00:00:00+0000,BA,0.0,datos_limpios
222.94,234.2,213.56,230.5,230.5,2020-06-09T00:00:00+0000,BA,0.0,datos_limpios
222.14,227.0,213.08,230.5,230.5,2020-06-10T00:00:00+0000,BA,0.0,datos_limpios
189.76,190.875,166.31,180.76,180.76,2020-06-11T00:00:00+0000,BA,0.0,datos_limpios
189.58,191.11,169.91,186.92,186.92,2020-06-12T00:00:00+0000,BA,0.0,datos_limpios
192.91,192.99,176.18,189.51,189.51,2020-06-15T00:00:00+0000,BA,0.0,datos_limpios
206.81,208.86,175.89,190.94,190.94,2020-06-16T00:00:00+0000,BA,0.0,datos_limpios
197.68,197.68,191.36,197.77,197.77,2020-06-17T00:00:00+0000,BA,0.0,datos_limpios
194.52,197.88,187.255,192.54,192.54,2020-06-18T00:00:00+0000,BA,0.0,datos_limpios
196.39,198.0345,184.65,192.29,192.29,2020-06-19T00:00:00+0000,BA,0.0,datos_limpios
184.23,188.635,182.02,187.02,187.02,2020-06-22T00:00:00+0000,BA,0.0,datos_limpios
191.94,191.94,181.9,188.52,188.52,2020-06-23T00:00:00+0000,BA,0.0,datos_limpios
189.3,190.12,176.15,187.88,187.88,2020-06-24T00:00:00+0000,BA,0.0,datos_limpios
183.61,185.2,169.18,176.69,176.69,2020-06-25T00:00:00+0000,BA,0.0,datos_limpios
172.89,177.5,167.725,174.88,174.88,2020-06-26T00:00:00+0000,BA,0.0,datos_limpios
178.16,194.95,170.01,170.01,170.01,2020-06-29T00:00:00+0000,BA,0.0,datos_limpios
190.66,190.66,180.45,194.49,194.49,2020-06-30T00:00:00+0000,BA,0.0,datos_limpios
188.02,190.27,180.38,183.3,183.3,2020-07-01T00:00:00+0000,BA,0.0,datos_limpios
185.88,190.61,180.04,180.32,180.32,2020-07-02T00:00:00+0000,BA,0.0,datos_limpios
184.91,189.33,180.81,180.81,180.81,2020-07-06T00:00:00+0000,BA,0.0,datos_limpios
184.52,189.36,178.715,187.91,187.91,2020-07-07T00:00:00+0000,BA,0.0,datos_limpios
185.07,185.07,175.55,178.88,178.88,2020-07-08T00:00:00+0000,BA,0.0,datos_limpios
179.84,181.58,172.85,180.08,180.08,2020-07-09T00:00:00+0000,BA,0.0,datos_limpios
179.67,180.75,169.84,173.28,173.28,2020-07-10T00:00:00+0000,BA,0.0,datos_limpios
