date_day,close,high,last,low,open,max_volume,avg_volume
2020-09-30,199.07,203.055,203.055,198.445,198.445,2401523.0,40414.5
2020-10-01,200.97,203.12,202.94,201.68,201.68,3075829.0,48772.0
2020-10-02,200.97,203.13,200.67,197.8738,201.53,2288651.0,53511.0
2020-10-05,199.9,202.84,202.8,201.28,201.28,95090.0,44618.0
2020-10-06,201.8,206.025,206.0,203.845,204.36,2541785.0,46021.0
2020-10-07,201.8,206.09,204.77,204.08,204.25,2818822.0,67028.0
2020-10-08,203.6,208.15,208.135,205.14,205.14,2323914.0,51124.0
2020-10-09,207.98,209.74,209.6,208.7,208.7,2330609.0,48444.0
2020-10-12,207.54,214.89,214.88,208.0,208.0,175405.0,102761.0
2020-10-13,214.12,214.89,214.12,214.01,214.01,3414929.0,85179.0
2020-10-14,214.12,214.45,214.34,214.12,214.12,3317312.0,175238.0
2020-10-15,211.23,214.45,211.23,210.27,213.88,7529264.0,121670.5
2020-10-16,211.23,210.73,209.79,209.3,209.58,4334014.0,70530.5
2020-10-17,208.6,209.995,206.21,205.81,208.32,3231978.0,3231978.0
2020-10-22,208.03,207.95,206.27,203.2,207.39,3083593.0,46075.5
2020-10-23,205.4,208.19,207.97,206.26,206.96,2137823.0,49197.0
2020-10-24,205.4,208.21,205.04,204.02,206.76,2110153.0,2110153.0
2020-10-26,205.04,202.81,202.64,202.25,202.49,140896.0,75241.0
2020-10-27,205.04,202.81,201.14,200.1,202.49,3249695.0,93110.0
2020-10-28,195.68,193.335,192.96,191.18,191.31,159101.0,83240.0
2020-10-29,189.77,192.29,192.18,189.8,189.8,145901.0,69669.0
2020-10-30,189.94,192.35,190.33,188.87,189.8,3581156.0,53773.0
2020-10-31,189.94,190.4,189.04,185.52,189.51,3661181.0,3661181.0
2020-11-02,189.04,192.65,192.65,191.9,191.9,70369.0,37101.0
2020-11-03,190.2,198.98,198.93,193.28,193.76,2459562.0,78739.0
2020-11-04,197.93,200.75,200.75,195.705,195.88,4545470.0,97622.0
2020-11-05,197.93,204.055,204.02,199.18,199.35,3868514.0,49234.0
2020-11-06,202.96,204.34,204.34,204.34,204.34,2892815.0,88864.0
2020-11-07,202.96,204.39,201.26,200.42,204.34,2475115.0,2475115.0
2020-11-09,201.26,217.97,217.915,211.64,211.64,245623.0,136725.0
2020-11-10,214.93,218.37,218.25,215.13,215.13,6960521.0,112651.5
2020-11-11,217.47,219.915,219.89,217.945,218.415,4166465.0,62973.0
2020-11-12,218.05,219.92,218.05,215.62,218.64,2680710.0,42886.0
2020-11-13,218.05,220.96,220.96,215.55,215.55,3009267.0,77861.0
2020-11-14,214.51,220.96,219.08,215.41,215.85,2832645.0,2832645.0
2020-11-16,219.08,224.46,224.24,223.57,223.57,132347.0,75403.0
2020-11-17,222.38,224.635,224.6,220.03,223.53,3004948.0,34120.5
2020-11-18,224.65,227.7,227.65,223.93,224.93,2722921.0,61993.0
2020-11-19,224.65,227.72,224.89,224.28,225.0,2856225.0,24435.0
2020-11-20,224.57,224.94,224.71,222.65,224.3,1505154.0,25554.0
2020-11-21,224.57,224.81,223.35,222.63,223.0,1848687.0,1848687.0
2020-11-23,223.35,230.0,229.985,225.73,225.99,138299.0,81586.5
2020-11-24,228.83,238.095,237.98,231.0,231.0,3378180.0,93712.0
2020-11-25,237.5,238.116,237.5,234.09,234.32,3900729.0,35346.0
2020-11-26,237.5,237.45,236.54,232.43,235.0,2272937.0,2272937.0
2020-11-27,236.54,237.27,237.27,236.5,236.5,29680.0,15572.0
2020-11-28,236.54,237.3,235.4,233.785,237.0,1050396.0,1050396.0
2020-11-30,235.4,234.98,234.915,232.07,232.07,69284.0,31653.0
2020-12-01,235.4,235.0,234.835,231.58,232.05,2705408.0,43887.0
2020-12-02,232.08,238.12,238.0,231.66,231.96,2547939.0,49446.0
2020-12-03,237.65,238.83,238.83,237.675,237.675,2136313.0,36163.0
2020-12-04,237.65,239.725,239.71,236.99,237.44,2142890.0,45077.0
2020-12-05,235.47,239.75,239.58,236.95,237.7,2373011.0,2373011.0
2020-12-07,239.58,239.765,239.765,238.58,238.58,46313.0,23229.0
2020-12-08,239.58,239.85,239.145,237.01,238.54,1788559.0,19929.0
2020-12-09,238.84,245.255,244.94,239.7,239.7,1371782.0,82622.0
2020-12-10,242.82,245.36,245.06,239.8,240.49,3552254.0,48582.0
2020-12-11,244.4,245.1799,244.4,240.675,241.1,2541804.0,54882.5
2020-12-12,244.4,241.2,239.99,237.1,240.81,2077419.0,2077419.0
2020-12-14,239.99,243.275,243.275,243.02,243.11,60164.0,34544.0
2020-12-15,239.99,243.61,243.51,239.07,243.28,1927781.0,69617.0
2020-12-16,242.43,243.86,243.79,243.22,243.405,2348775.0,38817.0
2020-12-17,243.77,245.9,245.89,244.0,244.0,2400910.0,89821.0
2020-12-18,244.43,245.93,244.43,243.03,245.0,2983609.0,26243.0
2020-12-19,244.43,245.39,242.13,240.56,245.39,4088144.0,4088144.0
2020-12-21,242.13,260.81,260.685,250.0,250.0,315580.0,187295.0
2020-12-22,256.98,260.85,258.02,258.02,258.02,7408489.0,78466.0
2020-12-23,256.98,260.52,260.48,251.33,256.86,3603652.0,71695.0
2020-12-24,256.45,260.575,258.23,258.23,258.23,3376142.0,27111.5
2020-12-25,256.45,257.62,256.16,253.75,257.04,968146.0,968146.0
2020-12-28,256.16,262.63,262.61,258.28,258.28,106239.0,67375.5
2020-12-29,259.59,262.655,260.25,260.04,260.04,2764519.0,22049.5
2020-12-30,259.59,260.8606,260.64,258.74,260.26,1430868.0,42368.5
2020-12-31,259.45,263.94,263.65,259.03,259.03,1566767.0,28743.0
2021-01-01,259.45,263.93,263.71,258.0001,258.8,2043050.0,2043050.0
2021-01-04,263.71,267.49,267.31,265.77,266.7,167221.0,85910.5
2021-01-05,265.0,273.45,273.295,264.29,267.0,3572043.0,90192.0
2021-01-06,270.93,288.36,288.28,275.13,275.13,4207081.0,96705.0
2021-01-07,285.55,295.885,295.75,288.96,288.96,6383530.0,107226.0
2021-01-08,291.65,295.8894,293.92,293.79,293.79,4009730.0,60152.0
2021-01-09,291.65,292.28,290.08,285.06,292.0,2800784.0,2800784.0
2021-01-11,290.08,294.94,294.85,287.75,287.75,95999.0,60379.0
2021-01-12,293.83,303.97,303.56,297.08,297.08,2650134.0,130872.5
2021-01-13,302.21,303.98,303.49,300.94,300.94,4785415.0,40502.0
2021-01-14,302.94,309.32,309.145,305.44,305.44,2413821.0,70725.0
2021-01-15,307.87,309.41,307.87,304.76,304.76,3192169.0,71225.5
2021-01-16,307.87,304.86,301.01,296.88,301.19,3863723.0,3863723.0
2021-01-19,301.01,309.0,309.0,308.87,309.0,352495.0,209635.0
2021-01-20,301.01,306.6,296.46,293.8031,305.0,6727794.0,102009.0
2021-01-21,294.2,297.45,292.56,290.2,295.82,4792644.0,60065.0
2021-01-22,290.47,292.74,290.45,288.53,290.45,2517753.0,63805.5
2021-01-23,289.37,290.59,289.39,285.5,286.69,2568757.0,2568757.0
2021-01-25,289.39,286.34,285.75,285.14,285.14,182726.0,107529.5
2021-01-26,289.39,286.35,285.73,283.93,285.53,4575007.0,60867.0
2021-01-27,283.04,285.77,281.76,280.08,283.93,3296846.0,81231.5
2021-01-28,281.76,279.75,279.73,272.59,276.0,3891838.0,76999.0
2021-01-29,275.02,279.83,276.98,273.3,274.61,3778696.0,78129.5
2021-01-30,275.02,277.4,271.17,270.62,274.27,3411974.0,3411974.0
2021-02-01,271.17,276.84,276.84,272.46,272.755,97360.0,54627.0
2021-02-02,274.73,288.25,288.19,278.385,278.385,2324088.0,140118.0
2021-02-03,286.97,289.75,289.7,286.29,286.325,5129178.0,84159.0
2021-02-04,288.55,295.79,295.79,289.54,290.21,2712770.0,74734.5
2021-02-05,293.75,297.16,296.92,296.0,296.0,2994699.0,54197.0
2021-02-06,293.75,297.24,293.5,292.1901,295.0,2938134.0,2938134.0
2021-02-08,293.5,300.89,300.79,294.745,294.745,161896.0,81180.0
2021-02-09,300.15,302.37,302.33,298.8,299.57,2826173.0,48681.0
2021-02-10,300.46,305.17,304.96,300.25,300.31,2061005.0,53511.0
2021-02-11,304.28,305.18,304.65,303.98,303.98,3090946.0,60040.0
2021-02-12,304.28,306.68,306.65,301.8,303.98,2159868.0,44979.5
2021-02-13,302.32,306.7,306.32,301.77,301.99,1977298.0,1977298.0
2021-02-16,306.32,312.92,312.85,309.69,309.85,107590.0,63947.5
2021-02-17,311.96,314.98,314.78,310.25,310.25,2792198.0,74939.0
2021-02-18,312.74,314.98,313.91,309.35,310.03,2308032.0,44678.0
2021-02-19,312.74,316.725,316.71,310.21,310.21,2095144.0,46585.0
2021-02-20,309.9,316.78,315.62,310.23,310.23,2749542.0,2749542.0
2021-02-22,315.62,320.515,320.5,312.35,312.35,149970.0,87506.5
2021-02-23,316.87,320.56,319.93,312.21,318.01,3067592.0,76175.0
2021-02-24,319.21,330.885,330.82,319.28,319.28,2942528.0,91348.0
2021-02-25,330.64,335.88,333.97,333.13,333.13,3934425.0,86694.0
2021-02-26,330.64,335.8131,327.76,326.29,333.325,4243779.0,83016.0
2021-02-27,327.76,328.68,319.48,319.04,325.77,3426158.0,3426158.0
2021-03-01,319.48,331.015,330.935,323.38,324.38,148064.0,78163.0
2021-03-02,329.92,336.11,336.0,329.51,329.99,2959050.0,71963.0
2021-03-03,330.94,340.045,339.895,333.89,333.89,150293.0,79226.5
2021-03-04,334.43,339.75,339.56,333.59,333.59,137488.0,61135.0
2021-03-05,329.29,335.135,335.135,333.24,334.33,228087.0,116937.0
2021-03-08,327.37,337.61,337.55,330.46,330.745,112362.0,52073.0
2021-03-09,334.19,336.39,336.33,331.3,331.3,157621.0,78587.5
2021-03-10,330.59,342.35,342.2,331.57,332.0,111464.0,63484.0
2021-03-15,348.81,352.28,352.23,349.61,349.73,105182.0,78695.0
2021-03-16,346.05,346.76,345.44,345.17,345.17,106907.0,69557.0
2021-03-17,341.71,346.95,346.42,345.0,345.91,215354.0,88668.0
2021-03-18,344.95,356.8,356.55,348.61,348.67,148385.0,92363.0
2021-03-19,348.0,347.51,347.51,347.51,347.51,105190.0,63459.0
2021-03-22,344.2,342.43,342.12,341.45,341.45,81935.0,52188.0
2021-03-23,339.33,341.82,341.51,336.54,336.54,96088.0,52012.0
2021-03-24,331.77,336.88,336.66,334.77,334.77,179124.0,119346.0
2021-03-25,328.65,331.33,331.29,326.59,327.445,194918.0,119003.0
2021-03-26,330.55,335.4,335.01,334.81,334.81,163184.0,81107.0
2021-03-29,327.39,327.01,326.87,316.81,316.81,107125.0,86890.0
2021-04-01,327.0,329.66,329.66,324.41,324.89,99921.0,41369.0
2021-04-05,327.64,332.55,332.45,330.77,332.5,87046.0,30243.5
2021-04-06,323.54,328.57,328.57,324.04,324.04,118323.0,66594.0
2021-04-07,327.06,329.12,328.65,327.17,327.535,99096.0,58259.0
2021-04-08,326.55,331.46,331.335,325.96,325.96,93794.0,50014.0
2021-04-09,331.14,334.79,334.29,333.8,333.85,123197.0,54261.0
2021-04-12,330.81,334.29,334.15,331.59,331.59,101340.0,62858.0
2021-04-13,331.84,330.97,330.97,330.41,330.41,128570.0,84822.0
2021-04-14,327.68,344.41,344.19,330.76,332.53,433998.0,303535.0
2021-04-15,335.35,341.17,340.91,338.53,338.93,180024.0,115737.5
2021-04-16,338.55,343.63,343.17,340.63,340.65,186409.0,113056.5
2021-04-19,342.31,344.38,344.36,341.04,341.55,127495.0,68427.5
2021-04-20,343.09,341.46,341.46,341.46,341.46,157580.0,72663.0
2021-04-21,331.88,335.0,334.97,328.57,329.94,149594.0,84170.0
2021-04-22,335.27,336.96,336.96,334.63,334.63,98767.0,45586.0
2021-04-23,330.85,340.67,340.555,331.42,331.42,99153.0,46961.0
2021-04-26,339.35,345.795,345.79,341.61,341.83,80023.0,47306.5
2021-04-27,343.52,347.53,347.53,343.82,343.82,84007.0,48725.0
2021-04-28,346.63,350.04,349.995,346.83,346.83,122672.0,44033.0
2021-04-29,348.11,353.78,353.77,350.34,350.34,95634.0,53921.0
2021-04-30,352.97,352.7,352.57,350.86,350.88,95266.0,50993.0
2021-05-03,348.45,353.98,353.92,350.21,350.64,64486.0,45735.0
2021-05-04,350.16,351.64,351.17,349.97,349.97,107129.0,61509.0
2021-05-05,349.84,359.14,359.105,351.47,351.47,115644.0,56959.0
2021-05-06,357.62,365.91,365.91,358.24,358.24,99699.0,63247.0
2021-05-07,365.97,371.64,371.64,362.96,367.39,118889.0,78854.0
2021-05-10,370.89,376.85,376.77,372.37,372.37,196772.0,83708.0
2021-05-11,368.68,368.53,368.425,362.78,365.46,156491.0,96293.5
2021-05-12,359.92,366.7,366.4,358.37,358.97,150428.0,82787.0
2021-05-13,354.4,360.89,360.785,353.33,353.33,183022.0,84511.0
2021-05-14,358.81,369.495,369.43,360.2,361.49,146542.0,83546.5
2021-05-17,368.77,370.69,370.17,367.1,367.1,115360.0,36432.0
2021-05-18,369.25,373.28,372.34,371.46,371.88,89003.0,43206.5
2021-05-19,364.56,360.23,359.5,358.45,359.87,117600.0,64456.0
2021-05-20,358.38,361.9,361.8,358.49,358.49,91732.0,44401.0
2021-05-21,359.78,367.09,366.94,361.33,361.505,96696.0,37729.5
2021-05-24,366.26,369.71,369.7,367.26,367.6,74705.0,44799.0
2021-05-25,368.29,373.75,373.54,368.98,369.0,103522.0,51784.0
2021-05-26,364.51,368.79,368.67,365.18,365.18,94676.0,46315.0
2021-05-27,367.4,373.69,373.12,370.85,370.85,88960.0,47491.0
2021-05-28,371.37,373.08,373.04,371.04,372.19,80475.0,43110.5
2021-06-01,372.02,383.35,383.21,377.02,377.24,141071.0,101225.0
2021-06-02,382.44,384.66,384.66,383.81,383.81,107372.0,61950.5
2021-06-03,383.44,391.21,391.13,381.13,381.13,117282.0,59086.5
2021-06-04,388.72,392.025,392.0,389.93,389.93,92884.0,49533.5
2021-06-07,391.45,393.15,393.13,393.01,393.15,89259.0,41079.0
2021-06-08,388.16,387.29,387.29,386.52,386.53,100516.0,62917.0
2021-06-09,384.7,384.27,384.23,382.47,382.8,79722.0,48028.0
2021-06-10,382.78,389.52,387.81,385.45,385.45,240194.0,102690.0
2021-06-11,373.94,378.68,378.47,375.78,375.79,85139.0,56556.0
2021-06-14,378.05,378.74,378.09,377.69,377.69,119070.0,61113.0
2021-06-15,372.92,374.74,374.5,372.22,372.22,130161.0,72033.0
2021-06-16,371.3,373.96,373.68,369.62,369.62,136143.0,56600.0
2021-06-17,371.0,373.24,372.85,372.79,372.89,207848.0,110411.0
2021-06-18,361.5,358.07,357.345,353.77,356.89,224722.0,154315.5
2021-06-21,348.83,357.97,357.89,351.77,351.77,102464.0,66067.5
2021-06-22,357.54,359.85,359.78,356.81,356.81,97956.0,51126.0
2021-06-23,357.53,362.45,362.45,359.16,359.27,68015.0,35466.0
2021-06-24,361.05,370.86,370.82,362.94,362.94,162222.0,64296.0
2021-06-25,368.75,371.08,370.97,368.66,368.66,178539.0,136101.0
2021-06-28,368.77,368.85,368.77,367.65,367.65,91028.0,50743.0
2021-06-29,368.71,378.05,377.82,373.49,373.49,109452.0,76042.5
2021-06-30,372.62,380.06,380.01,370.97,370.97,76730.0,40582.0
