vol_aapl,rent_aapl,vol_hd,rent_hd,vol_gs,rent_gs,vol_cartera,rent_cartera
0.3646192064253606,0.575114774162089,0.20725656203222104,0.2964713223686535,0.29652138845463977,0.7958890247919299,0.20327012186279886,1.5100812163869546
