open,high,low,last,close,date,symbol,stock_splits,estado
156.905,157.07,154.75,156.35,156.35,2018-06-11T00:00:00+0000,CAT,0.0,datos_limpios
159.04,159.11,156.35,157.485,157.485,2018-06-12T00:00:00+0000,CAT,0.0,datos_limpios
157.485,157.485,154.56,154.7,154.7,2018-06-13T00:00:00+0000,CAT,0.0,datos_limpios
156.3,157.35,152.88,154.19,154.19,2018-06-14T00:00:00+0000,CAT,0.0,datos_limpios
153.075,153.075,148.42,149.98,149.98,2018-06-15T00:00:00+0000,CAT,0.0,datos_limpios
149.03,149.46,147.82,148.75,148.75,2018-06-18T00:00:00+0000,CAT,0.0,datos_limpios
148.64,148.64,142.38,143.265,143.265,2018-06-19T00:00:00+0000,CAT,0.0,datos_limpios
144.095,144.095,141.82,142.55,142.55,2018-06-20T00:00:00+0000,CAT,0.0,datos_limpios
143.12,143.12,139.13,139.48,139.48,2018-06-21T00:00:00+0000,CAT,0.0,datos_limpios
141.86,142.47,139.48,139.9,139.9,2018-06-22T00:00:00+0000,CAT,0.0,datos_limpios
138.68,138.95,135.25,136.64,136.64,2018-06-25T00:00:00+0000,CAT,0.0,datos_limpios
136.85,137.3,135.36,135.53,135.53,2018-06-26T00:00:00+0000,CAT,0.0,datos_limpios
139.11,139.3,134.67,137.32,137.32,2018-06-27T00:00:00+0000,CAT,0.0,datos_limpios
136.39,136.7,132.78,136.07,136.07,2018-06-28T00:00:00+0000,CAT,0.0,datos_limpios
137.5,137.795,135.63,136.69,136.69,2018-06-29T00:00:00+0000,CAT,0.0,datos_limpios
136.13,136.41,133.46,135.51,135.51,2018-07-02T00:00:00+0000,CAT,0.0,datos_limpios
136.29,137.14,133.42,133.83,133.83,2018-07-03T00:00:00+0000,CAT,0.0,datos_limpios
135.56,136.09,133.83,135.77,135.77,2018-07-05T00:00:00+0000,CAT,0.0,datos_limpios
135.85,135.85,133.425,135.51,135.51,2018-07-06T00:00:00+0000,CAT,0.0,datos_limpios
140.73,141.0,135.38,140.96,140.96,2018-07-09T00:00:00+0000,CAT,0.0,datos_limpios
141.28,141.74,140.23,140.8,140.8,2018-07-10T00:00:00+0000,CAT,0.0,datos_limpios
141.23,141.23,135.86,136.8,136.8,2018-07-11T00:00:00+0000,CAT,0.0,datos_limpios
139.55,139.71,136.76,139.07,139.07,2018-07-12T00:00:00+0000,CAT,0.0,datos_limpios
140.96,141.16,139.07,140.83,140.83,2018-07-13T00:00:00+0000,CAT,0.0,datos_limpios
140.61,140.61,137.915,137.95,137.95,2018-07-16T00:00:00+0000,CAT,0.0,datos_limpios
139.12,139.32,136.57,138.08,138.08,2018-07-17T00:00:00+0000,CAT,0.0,datos_limpios
141.165,141.485,138.41,141.08,141.08,2018-07-18T00:00:00+0000,CAT,0.0,datos_limpios
141.12,141.12,139.07,140.12,140.12,2018-07-19T00:00:00+0000,CAT,0.0,datos_limpios
139.4,139.4,136.64,138.1,138.1,2018-07-20T00:00:00+0000,CAT,0.0,datos_limpios
136.64,136.73,135.61,136.53,136.53,2018-07-23T00:00:00+0000,CAT,0.0,datos_limpios
139.96,140.6,136.28,137.97,137.97,2018-07-24T00:00:00+0000,CAT,0.0,datos_limpios
